ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
013328.OF,20230421,20230331,0.8867,0.8867,,161307835.37,163663727.6,0.8867,1
013328.OF,20230120,20221231,0.8452,0.8452,,159142205.38,161552544.61,0.8452,1
014279.OF,20230421,20230331,0.7325,0.7325,,313348418.99,362674580.03,0.7325,1
014279.OF,20230120,20221231,0.7154,0.7154,,306032998.55,354255120.64,0.7154,1
010217.OF,20230421,20230331,1.0053,1.0053,,120160316.6,121265933.03,1.0053,1
010217.OF,20230120,20221231,0.9886,0.9886,,168802548.91,169169081.65,0.9886,1
013929.OF,20230420,20230331,0.957,0.957,,547479597.65,731470437.7,0.957,1
013929.OF,20230119,20221231,0.9465,0.9465,,585350484.69,789008180.46,0.9465,1
014271.OF,20230421,20230331,0.8025,0.8025,,323687286.46,400849342.09,0.8025,1
014271.OF,20230118,20221231,0.8027,0.8027,,323755143.39,401009536.3,0.8027,1
014294.OF,20230422,20230331,0.8266,0.8266,,409018950.55,409018950.55,0.8266,1
014294.OF,20230120,20221231,0.8177,0.8177,,404597330.94,404597330.94,0.8177,1
013812.OF,20230421,20230331,0.7928,0.7928,,4198603560.31,5067043299.26,0.7928,1
013812.OF,20230120,20221231,0.7885,0.7885,,4381958066.07,5452929256.36,0.7885,1
014273.OF,20230421,20230331,0.822,0.822,,324831848.48,407210099.36,0.822,1
014273.OF,20230120,20221231,0.8163,0.8163,,322582005.37,404470413.41,0.8163,1
013356.OF,20230421,20230331,0.7505,0.7505,,77286277.49,326035364.04,0.7505,1
013356.OF,20230120,20221231,0.8758,0.8758,,79633607.11,228185007.8,0.8758,1
014277.OF,20230421,20230331,0.7822,0.7822,,339841196.98,386903290.95,0.7822,1
014277.OF,20230120,20221231,0.7486,0.7486,,325253452.85,370350937.75,0.7486,1
014269.OF,20230421,20230331,0.6368,0.6368,,266369816.77,317977203.07,0.6368,1
014269.OF,20230120,20221231,0.6338,0.6338,,265129057.15,316572104.8,0.6338,1
011687.OF,20230421,20230331,0.9479,0.9479,,221797566.58,275164713.06,0.9479,1
011687.OF,20230120,20221231,0.9247,0.9247,,216367677.43,268479689.48,0.9247,1
013415.OF,20230421,20230331,0.8272,0.8272,,75698391.03,253399800.46,0.8272,1
013415.OF,20230120,20221231,0.8121,0.8121,,67133982.41,267767750.97,0.8121,1
014117.OF,20230422,20230331,0.7292,0.7292,,10405104.6,37477836.28,0.7292,1
014117.OF,20230120,20221231,0.7568,0.7568,,10455691.64,24979639.03,0.7568,1
013174.OF,20230420,20230331,0.8819,0.8819,,67615841.33,67615841.33,0.8819,1
013174.OF,20230120,20221231,0.8399,0.8399,,67024654.97,67024654.97,0.8399,1
012182.OF,20230421,20230331,0.9476,0.9476,,85446333.94,95764426.0,0.9476,1
012182.OF,20230120,20221231,0.904,0.904,,83823636.95,102586397.31,0.904,1
013636.OF,20230420,20230331,0.9398,0.9398,,152410314.09,164299509.88,0.9398,1
013636.OF,20230119,20221231,0.8882,0.8882,,148237127.79,160262005.16,0.8882,1
014128.OF,20230421,20230331,0.7743,0.7743,,28315290.49,65250640.03,0.7743,1
014128.OF,20230120,20221231,0.8104,0.8104,,29040716.18,62000203.91,0.8104,1
013886.OF,20230423,20230331,0.7972,0.7972,,839959066.04,1188183002.5,0.7972,1
013886.OF,20230120,20221231,0.8228,0.8228,,905375920.2,1274976620.03,0.8228,1
013876.OF,20230421,20230331,0.7941,0.7941,,12720112.74,95269643.58,0.7941,1
013876.OF,20230120,20221231,0.8408,0.8408,,13712084.48,88054229.19,0.8408,1
012523.OF,20230421,20230331,0.8419,0.8419,,351252178.21,360662059.72,0.8419,1
012523.OF,20230120,20221231,0.8689,0.8689,,369560395.23,379915596.1,0.8689,1
013581.OF,20230422,20230331,1.0385,1.0385,,56983849.18,76073318.33,1.0385,1
013581.OF,20230120,20221231,0.9985,0.9985,,73093585.29,78836072.05,0.9985,1
013107.OF,20230421,20230331,0.8816,0.8816,,147217219.23,282563895.12,0.8816,1
013107.OF,20230120,20221231,0.8849,0.8849,,182443788.96,431629468.27,0.8849,1
012188.OF,20230421,20230331,0.7091,0.7091,,629849076.46,692268533.75,0.7091,1
012188.OF,20230120,20221231,0.7263,0.7263,,675686718.76,741575732.0,0.7263,1
013389.OF,20230421,20230331,0.8883,0.8883,,1220778104.22,1578577845.78,0.8883,1
013389.OF,20230120,20221231,0.8186,0.8186,,1162838508.2,1522251232.71,0.8186,1
012065.OF,20230421,20230331,1.0022,1.0022,,1478013068.61,1532857034.68,1.0022,1
012065.OF,20230120,20221231,0.9644,0.9644,,1614299701.04,1673897220.97,0.9644,1
013647.OF,20230421,20230331,0.8302,0.8302,,433705448.43,433705448.43,0.8302,1
013647.OF,20230120,20221231,0.8279,0.8279,,458969019.87,458969019.87,0.8279,1
012900.OF,20230421,20230331,0.659,0.659,,11525276.21,43669959.69,0.659,1
012900.OF,20230118,20221231,0.6521,0.6521,,9835718.12,50074962.55,0.6521,1
013967.OF,20230421,20230331,1.0137,1.0469,,1354544165.91,2089288869.52,1.04751037,1
013967.OF,20230120,20221231,0.9817,1.0149,,1938973034.81,2932139700.45,1.01444306,1
012761.OF,20230422,20230331,1.0711,1.0711,,51742270.6,134457243.03,1.0711,1
012761.OF,20230120,20221231,1.0136,1.0136,,45148213.4,126550536.03,1.0136,1
970094.OF,20230421,20230331,1.1121,2.1189,,29981516.91,51882420.22,1.1121,1
970094.OF,20230120,20221231,1.1597,2.1665,,31645395.77,60827619.93,1.1597,1
012304.OF,20230422,20230331,0.972,0.972,,24520124.78,50965884.2,0.972,1
012304.OF,20230120,20221231,0.9718,0.9718,,34213884.75,78644494.88,0.9718,1
013524.OF,20230421,20230331,1.0161,1.0161,,380033332.78,409020070.48,1.0161,1
013524.OF,20230120,20221231,0.9939,0.9939,,550990272.76,590835387.32,0.9939,1
013078.OF,20230422,20230331,0.9055,0.9055,,476788177.01,531208297.61,0.9055,1
013078.OF,20230120,20221231,0.8954,0.8954,,413818684.23,443563379.19,0.8954,1
014090.OF,20230421,20230331,0.8384,0.8384,,34677883.78,49638264.61,0.8384,1
014090.OF,20230120,20221231,0.814,0.814,,33466672.54,48119477.39,0.814,1
013926.OF,20230420,20230331,0.8794,0.8794,,15044271.28,15670022.05,0.8794,1
013926.OF,20230114,20221231,0.8528,0.8528,,13853946.53,14521828.04,0.8528,1
010640.OF,20230422,20230331,1.0296,1.0296,,133767786.27,188391179.48,1.0296,1
010640.OF,20230121,20221231,1.0039,1.0039,,133047565.23,201620365.56,1.0039,1
013934.OF,20230421,20230331,0.9282,0.9282,,221690772.19,243926061.72,0.9282,1
013934.OF,20230120,20221231,0.9295,0.9295,,237694992.84,261660204.15,0.9295,1
013962.OF,20230421,20230331,0.7218,0.7218,,665248816.77,1235471610.38,0.7218,1
013962.OF,20230120,20221231,0.7623,0.7623,,754810299.13,1407012890.6,0.7623,1
012132.OF,20230421,20230331,0.7957,0.7957,,83855990.43,91657460.37,0.7957,1
012132.OF,20230120,20221231,0.7538,0.7538,,80439724.85,87973614.18,0.7538,1
012770.OF,20230421,20230331,0.8025,0.8025,,295644450.33,295644450.33,0.8025,1
012770.OF,20230120,20221231,0.7814,0.7814,,288657667.19,288657667.19,0.7814,1
012892.OF,20230421,20230331,0.8761,0.8761,,1561646752.18,2266183585.37,0.8761,1
012892.OF,20230119,20221231,0.8749,0.8749,,1558491669.48,2262717419.04,0.8749,1
013769.OF,20230422,20230331,1.0071,1.0071,,802062014.33,1584028609.42,1.0071,1
013769.OF,20230120,20221231,0.9991,0.9991,,1057648634.55,2124564929.49,0.9991,1
013998.OF,20230413,20230331,0.9859,0.9859,,102180596.9,102201206.65,0.9859,1
013998.OF,20230120,20221231,0.9898,0.9898,,49505637.17,49526149.53,0.9898,1
013755.OF,20230420,20230331,0.6418,0.6418,,128128888.95,155848228.77,0.6418,1
013755.OF,20230119,20221231,0.6152,0.6152,,129590566.41,156652545.7,0.6152,1
012530.OF,20230421,20230331,0.8355,0.8355,,200564830.87,200564830.87,0.8355,1
012530.OF,20230120,20221231,0.8718,0.8718,,225999366.51,225999366.51,0.8718,1
012880.OF,20230422,20230331,0.9754,0.9754,,347176625.24,370513388.22,0.9754,1
012880.OF,20230120,20221231,0.8878,0.8878,,324078972.28,345711957.33,0.8878,1
013512.OF,20230421,20230331,0.972,0.972,,626245618.78,629479170.0,0.972,1
013512.OF,20230120,20221231,0.9544,0.9544,,664846764.48,665508092.87,0.9544,1
012528.OF,20230421,20230331,1.1198,1.1198,,338634927.95,507420882.55,1.1198,1
012528.OF,20230120,20221231,1.1411,1.1411,,381521193.82,568918414.81,1.1411,1
013300.OF,20230421,20230331,1.0057,1.0057,,868076973.5,887518740.87,1.0057,1
013300.OF,20230120,20221231,0.9911,0.9911,,1062120739.29,1087081509.25,0.9911,1
012479.OF,20230422,20230331,0.9133,0.9133,,80995211.32,173355121.54,0.9133,1
012479.OF,20230119,20221231,0.9033,0.9033,,84263966.27,185291468.68,0.9033,1
013781.OF,20230421,20230331,2.3,2.5884,,129201242.89,278711505.58,2.3,1
013781.OF,20230120,20221231,2.2491,2.5375,,128835249.2,302701839.8,2.2491,1
970073.OF,20230421,20230331,1.0729,1.431,,41248010.33,61168029.49,1.0729,1
970073.OF,20230119,20221231,1.0133,1.3714,,38047210.12,48805891.11,1.0133,1
012485.OF,20230421,20230331,0.9978,0.9978,,891554588.76,949912946.07,0.9978,1
012485.OF,20230120,20221231,0.9746,0.9746,,1093580240.56,1166811792.61,0.9746,1
013623.OF,20230421,20230331,0.8819,0.8819,,404292352.59,404292352.59,0.8819,1
013623.OF,20230120,20221231,0.8327,0.8327,,410858378.37,410858378.37,0.8327,1
012214.OF,20230421,20230331,0.7485,0.7485,,130548944.36,145014693.98,0.7485,1
012214.OF,20230120,20221231,0.7627,0.7627,,139890699.81,153866812.42,0.7627,1
013519.OF,20230421,20230331,0.9538,0.9538,,236414529.57,414300501.6,0.9538,1
013519.OF,20230120,20221231,0.9246,0.9246,,228730369.26,297772957.52,0.9246,1
013830.OF,20230413,20230331,0.9691,0.9691,,82504800.26,101899862.95,0.9691,1
013830.OF,20230120,20221231,0.9721,0.9721,,48587426.06,72901377.55,0.9721,1
013469.OF,20230421,20230331,0.6875,0.6875,,12629535.16,31998949.75,0.6875,1
013469.OF,20230119,20221231,0.6845,0.6845,,12434050.29,32057931.96,0.6845,1
013294.OF,20230421,20230331,0.8032,0.8032,,1244554791.45,1315537336.37,0.8032,1
013294.OF,20230120,20221231,0.7926,0.7926,,1226252418.98,1296172927.99,0.7926,1
012704.OF,20230421,20230331,0.8516,0.8516,,294874426.23,384356291.99,0.8516,1
012704.OF,20230120,20221231,0.8551,0.8551,,309254643.03,407264422.84,0.8551,1
013358.OF,20230422,20230331,0.7497,0.7497,,106791730.69,117204631.8,0.7497,1
013358.OF,20230120,20221231,0.7616,0.7616,,111928250.84,123593996.74,0.7616,1
013797.OF,20230422,20230331,0.7823,0.7823,,3621285021.19,3655146495.78,0.7823,1
013797.OF,20230120,20221231,0.7682,0.7682,,3861973989.67,3898773346.8,0.7682,1
014023.OF,20230421,20230331,0.7146,0.7146,,1354882935.22,1354882935.22,0.7146,1
014023.OF,20230118,20221231,0.7083,0.7083,,1341341435.74,1341341435.74,0.7083,1
013465.OF,20230422,20230331,0.9494,0.9494,,60981005.2,305572095.99,0.9494,1
013465.OF,20230120,20221231,0.8853,0.8853,,67118652.52,292843665.03,0.8853,1
012342.OF,20230421,20230331,0.8421,0.8421,,536748933.53,570575256.65,0.8421,1
012342.OF,20230120,20221231,0.8074,0.8074,,518556327.41,556006415.94,0.8074,1
012147.OF,20230421,20230331,0.9259,0.9259,,190323716.95,190323716.95,0.9259,1
012147.OF,20230120,20221231,0.931,0.931,,195001136.47,195001136.47,0.931,1
013461.OF,20230422,20230331,0.7105,0.7105,,116470987.34,174438295.59,0.7105,1
013461.OF,20230120,20221231,0.7253,0.7253,,147421259.0,222323533.91,0.7253,1
012405.OF,20230423,20230331,0.8531,0.8531,,14451573.66,63962379.69,0.8531,1
012405.OF,20230128,20221231,0.8381,0.8381,,14251174.41,62144830.97,0.8381,1
013475.OF,20230423,20230331,0.6566,0.6566,,14119188.47,100407227.63,0.6566,1
013475.OF,20230119,20221231,0.6526,0.6526,,11660516.76,89683439.13,0.6526,1
012111.OF,20230421,20230331,0.9784,0.9784,,228931464.49,316063631.45,0.9784,1
012111.OF,20230120,20221231,0.9676,0.9676,,227994740.07,307842705.78,0.9676,1
012466.OF,20230421,20230331,0.7924,0.7924,,908267644.49,955363496.97,0.7924,1
012466.OF,20230120,20221231,0.8209,0.8209,,958701178.88,1059554236.82,0.8209,1
013485.OF,20230415,20230331,1.0196,1.0196,,201195317.02,218088050.43,1.0196,1
013485.OF,20230120,20221231,0.9533,0.9533,,153652366.19,173307128.63,0.9533,1
012340.OF,20230421,20230331,0.9045,0.9045,,28138945.78,62084144.08,0.9045,1
012340.OF,20230120,20221231,0.864,0.864,,29800945.47,68842349.18,0.864,1
013561.OF,20230421,20230331,0.8839,0.8839,,519041942.4,549997563.66,0.8839,1
013561.OF,20230120,20221231,0.8364,0.8364,,503360191.87,533687775.33,0.8364,1
013844.OF,20230421,20230331,0.8107,0.8107,,111151655.19,165441658.59,0.8107,1
013844.OF,20230120,20221231,0.7733,0.7733,,114919008.03,173732025.51,0.7733,1
013051.OF,20230421,20230331,0.6552,0.6552,,210159424.75,350760328.35,0.6552,1
013051.OF,20230120,20221231,0.6152,0.6152,,201602142.61,339278725.55,0.6152,1
007182.OF,20230421,20230331,0.7262,0.7262,,332561887.67,405810820.69,0.7262,1
007182.OF,20230120,20221231,0.7679,0.7679,,344374592.04,429598225.03,0.7679,1
012121.OF,20230421,20230331,0.9543,0.9543,,961216999.66,1005932246.98,0.9543,1
012121.OF,20230120,20221231,0.9317,0.9317,,1008427857.12,1057157039.76,0.9317,1
910005.OF,20230421,20230331,4.6341,5.6261,,564447593.7,564447593.7,4.6341,1
910005.OF,20230120,20221231,4.5453,5.5373,,574559629.42,574559629.42,4.5453,1
013559.OF,20230421,20230331,0.908,0.908,,350168360.02,369685184.31,0.908,1
013559.OF,20230118,20221231,0.9059,0.9059,,361879215.86,382025473.91,0.9059,1
013365.OF,20230421,20230331,0.7091,0.7091,,374479590.67,399803638.64,0.7091,1
013365.OF,20230120,20221231,0.7394,0.7394,,403491461.84,430855594.72,0.7394,1
013849.OF,20230420,20230331,0.8665,0.8665,,356729.7,135392894.44,0.8665,1
013849.OF,20230120,20221231,0.852,0.852,,347543.2,142145404.31,0.852,1
013381.OF,20230422,20230331,0.8862,0.8862,,1408145502.85,1591778457.14,0.8862,1
013381.OF,20230120,20221231,0.8735,0.8735,,1421018454.33,1608499750.26,0.8735,1
013345.OF,20230424,20230331,0.8218,0.8218,,54273500.95,186951122.78,0.8218,1
013345.OF,20230120,20221231,0.6885,0.6885,,44733145.19,158284940.68,0.6885,1
013513.OF,20230422,20230331,0.6444,0.6444,,211360539.4,255225766.59,0.6444,1
013513.OF,20230120,20221231,0.5694,0.5694,,190785700.2,230120294.97,0.5694,1
013435.OF,20230421,20230331,0.8855,0.8855,,3074042496.37,3589431229.84,0.8855,1
013435.OF,20230118,20221231,0.8476,0.8476,,3045124595.17,3565372993.45,0.8476,1
013659.OF,20230421,20230331,0.8542,0.8542,,144374367.7,231012024.7,0.8542,1
013659.OF,20230120,20221231,0.7925,0.7925,,139227810.44,222333047.68,0.7925,1
013634.OF,20230421,20230331,0.9626,0.9626,,538394154.95,582340480.12,0.9626,1
013634.OF,20230120,20221231,0.9496,0.9496,,595278735.56,641898913.58,0.9496,1
013184.OF,20230421,20230331,1.0371,1.0371,,305894366.6,556823976.04,1.0371,1
013184.OF,20230120,20221231,0.9936,0.9936,,374093010.8,695494553.87,0.9936,1
013678.OF,20230421,20230331,1.0056,1.0056,,509961710.36,712414509.03,1.0056,1
013678.OF,20230120,20221231,0.975,0.975,,547025469.47,760586873.85,0.975,1
011558.OF,20230423,20230331,0.9703,0.9703,,209629257.01,298976318.19,0.9703,1
011558.OF,20230128,20221231,0.9512,0.9512,,224678649.95,319165272.31,0.9512,1
011543.OF,20230421,20230331,0.9932,0.9932,,99330066.74,99330859.69,0.9932,1
011543.OF,20230120,20221231,0.9811,0.9811,,98119202.37,98119986.4,0.9811,1
012073.OF,20230421,20230331,0.7866,0.7866,,708517185.73,731004444.77,0.7866,1
012073.OF,20230120,20221231,0.765,0.765,,716378539.71,738414025.94,0.765,1
013610.OF,20230420,20230331,0.9723,0.9723,,1399522035.41,1399522035.41,0.9723,1
013610.OF,20230117,20221231,0.8881,0.8881,,1264387858.52,1264387858.52,0.8881,1
010538.OF,20230422,20230331,0.9594,0.9594,,49905967.42,49905967.42,0.9594,1
010538.OF,20230120,20221231,0.9571,0.9571,,166598812.25,166598812.25,0.9571,1
013433.OF,20230422,20230331,0.9714,0.9714,,103566586.45,112775017.0,0.9714,1
013433.OF,20230120,20221231,0.9667,0.9667,,116249747.23,125903680.2,0.9667,1
013393.OF,20230420,20230331,0.8969,0.8969,,371697536.89,457380935.42,0.8969,1
013393.OF,20230118,20221231,0.8947,0.8947,,369138566.31,448016279.14,0.8947,1
013816.OF,20230421,20230331,0.7643,0.7643,,413957623.37,1019042745.05,0.7643,1
013816.OF,20230120,20221231,0.7982,0.7982,,327594611.88,792574725.15,0.7982,1
012054.OF,20230421,20230331,1.0001,1.0001,,1309186178.8,1392129629.8,1.0001,1
012054.OF,20230120,20221231,0.9875,0.9875,,1528395474.0,1626575531.81,0.9875,1
013270.OF,20230422,20230331,0.7933,0.7933,,625256788.97,659644640.23,0.7933,1
013270.OF,20230120,20221231,0.7689,0.7689,,629500754.83,664593791.74,0.7689,1
013127.OF,20230421,20230331,0.6954,0.6954,,234054400.45,548545327.61,0.6954,1
013127.OF,20230120,20221231,0.6868,0.6868,,217731676.76,386727335.91,0.6868,1
012559.OF,20230423,20230331,0.7835,0.7835,,8724228.33,21284715.09,0.7835,1
012559.OF,20230128,20221231,0.7325,0.7325,,8713341.05,19585563.58,0.7325,1
013125.OF,20230421,20230331,0.944,0.944,,41254480.91,66401130.61,0.944,1
013125.OF,20230120,20221231,0.9039,0.9039,,42338586.71,80055481.04,0.9039,1
013676.OF,20230422,20230331,1.0389,1.0389,,597929737.32,947713384.59,1.0389,1
013676.OF,20230120,20221231,1.0061,1.0061,,813346615.25,1272168969.95,1.0061,1
013129.OF,20230421,20230331,0.835,0.835,,12648583.99,15966451.36,0.835,1
013129.OF,20230120,20221231,0.8338,0.8338,,12905946.31,20594955.2,0.8338,1
013641.OF,20230421,20230331,0.9022,0.9022,,1042293350.15,1932291432.99,0.9022,1
013641.OF,20230120,20221231,0.8043,0.8043,,989564977.94,1685149150.0,0.8043,1
012647.OF,20230422,20230331,0.9128,0.9128,,2693304350.67,2693304350.67,0.9128,1
012647.OF,20230120,20221231,0.9445,0.9445,,3043907063.14,3043907063.14,0.9445,1
012021.OF,20230420,20230331,1.0303,1.0303,,9861863.89,59489697.8,1.0303,1
012021.OF,20230119,20221231,1.0221,1.0221,,34091664.21,59553766.5,1.0221,1
012382.OF,20230421,20230331,0.6692,0.6692,,1555978770.64,1769482044.86,0.6692,1
012382.OF,20230118,20221231,0.7082,0.7082,,1652446692.2,1871391652.02,0.7082,1
012454.OF,20230424,20230331,0.7474,0.7474,,177591080.51,234029657.51,0.7474,1
012454.OF,20230120,20221231,0.7289,0.7289,,182201371.82,238814195.96,0.7289,1
013289.OF,20230421,20230331,0.9348,0.9348,,98880846.84,143673307.77,0.9348,1
013289.OF,20230120,20221231,0.8913,0.8913,,105493495.3,151758418.05,0.8913,1
012505.OF,20230421,20230331,0.9901,0.9901,,1335965168.99,1338065258.58,0.9901,1
012505.OF,20230120,20221231,0.9777,0.9777,,1471625875.79,1472744617.04,0.9777,1
012619.OF,20230421,20230331,1.0466,1.0466,,49907402.66,309441522.08,1.0466,1
012619.OF,20230120,20221231,0.7618,0.7618,,13115760.43,160124561.94,0.7618,1
013447.OF,20230423,20230331,0.9115,0.9115,,19504916.22,35022662.69,0.9115,1
013447.OF,20230119,20221231,0.7699,0.7699,,18452210.55,32600853.91,0.7699,1
013517.OF,20230421,20230331,1.0169,1.0169,,1200301185.25,1280372156.51,1.0169,1
013517.OF,20230120,20221231,1.0019,1.0019,,1625890947.84,1739559859.01,1.0019,1
013810.OF,20230421,20230331,0.7783,0.7783,,147349037.27,295998931.13,0.7783,1
013810.OF,20230120,20221231,0.6988,0.6988,,102896251.03,225972108.96,0.6988,1
013601.OF,20230422,20230331,0.7986,0.7986,,21551119.7,54406252.61,0.7986,1
013601.OF,20230120,20221231,0.8133,0.8133,,19600197.72,43759596.58,0.8133,1
013833.OF,20230422,20230331,0.9286,0.9286,,9753806.77,14320960.57,0.9286,1
013833.OF,20230120,20221231,0.8639,0.8639,,9050632.0,14456081.14,0.8639,1
013735.OF,20230421,20230331,0.9079,0.9079,,47576695.0,52090271.94,0.9079,1
013735.OF,20230120,20221231,0.8935,0.8935,,46819773.93,51266108.22,0.8935,1
013319.OF,20230421,20230331,0.6499,0.6499,,61371074.92,179449050.01,0.6499,1
013319.OF,20230120,20221231,0.6665,0.6665,,60875210.48,167102977.09,0.6665,1
012963.OF,20230421,20230331,1.0886,1.0886,,82220286.8,152807486.4,1.0886,1
012963.OF,20230118,20221231,1.0526,1.0526,,101708171.75,274891489.64,1.0526,1
013245.OF,20230421,20230331,1.0056,1.0056,,155794614.22,155794714.7,1.0056,1
013245.OF,20230118,20221231,0.9883,0.9883,,194975580.31,194975580.31,0.9883,1
012508.OF,20230421,20230331,0.9842,0.9842,,191902683.39,193143494.25,0.9842,1
012508.OF,20230120,20221231,0.9637,0.9637,,177479627.5,177823228.39,0.9637,1
013155.OF,20230421,20230331,0.9617,0.9617,,233733714.01,237548302.24,0.9617,1
013155.OF,20230120,20221231,0.9431,0.9431,,255487788.89,256199557.01,0.9431,1
013088.OF,20230423,20230331,0.9955,0.9955,,161539724.43,161969506.08,0.9955,1
013088.OF,20230120,20221231,0.9646,0.9646,,156418617.29,156504271.51,0.9646,1
013467.OF,20230421,20230331,0.9803,0.9803,,231301212.35,240740011.02,0.9803,1
013467.OF,20230120,20221231,0.9564,0.9564,,248374779.85,252761410.75,0.9564,1
013605.OF,20230421,20230331,0.7152,0.7152,,65089642.56,123216430.3,0.7152,1
013605.OF,20230120,20221231,0.7332,0.7332,,63842523.34,112799937.82,0.7332,1
013143.OF,20230421,20230331,0.9998,0.9998,,388476172.02,892730381.27,0.9998,1
013143.OF,20230120,20221231,1.0017,1.0017,,496636620.91,1166656086.65,1.0017,1
013473.OF,20230423,20230331,0.7066,0.7066,,20339466.44,35811528.84,0.7066,1
013473.OF,20230119,20221231,0.6941,0.6941,,19920488.43,35113557.79,0.6941,1
013296.OF,20230421,20230331,0.6712,0.6712,,107144672.86,107144672.86,0.6712,1
